Gmt time,Open,High,Low,Close,Volume
31.01.2020 00:00:00.000,9501.38,9518.87,9208.36,9342.23,31334.26
01.02.2020 00:00:00.000,9342.23,9455.92,9296.57,9384.45,14778.25
02.02.2020 00:00:00.000,9384.45,9469.84,9169.21,9334.25,24059.37
03.02.2020 00:00:00.000,9334.25,9605.66,9230.83,9288.96,33363.87
04.02.2020 00:00:00.000,9288.96,9347.12,9089.52,9171.98,26614.92
05.02.2020 00:00:00.000,9171.98,9750.28,9162.98,9611.42,47150.99
06.02.2020 00:00:00.000,9611.42,9853.08,9533.37,9755.84,42264.62
07.02.2020 00:00:00.000,9755.84,9866.18,9714.16,9808.36,25549.21
08.02.2020 00:00:00.000,9808.36,9936.26,9665.26,9898.25,24889.03
09.02.2020 00:00:00.000,9898.25,10162.71,9880.67,10157.78,33829.57
10.02.2020 00:00:00.000,10157.78,10185.09,9761.16,9858.03,40941.28
11.02.2020 00:00:00.000,9858.03,10370.44,9716.32,10269.43,49240.73
12.02.2020 00:00:00.000,10269.43,10475.43,10250.55,10347.93,43484.9
13.02.2020 00:00:00.000,10347.93,10500.54,10081.02,10233.32,49389.81
14.02.2020 00:00:00.000,10233.32,10387.37,10103.67,10360.37,28984.69
15.02.2020 00:00:00.000,10360.37,10388.6,9789.89,9905.43,29878.88
16.02.2020 00:00:00.000,9905.43,10042.6,9634.4,9925.51,27579.54
17.02.2020 00:00:00.000,9925.51,9958.46,9482.71,9702.48,37157.31
18.02.2020 00:00:00.000,9702.48,10274.35,9618.77,10182.6,38551.14
19.02.2020 00:00:00.000,10182.6,10300.04,9340.17,9602.43,47506.68
20.02.2020 00:00:00.000,9602.43,9698.59,9402.81,9608.8,36843.12
21.02.2020 00:00:00.000,9608.8,9766.16,9582.07,9697.86,30286.18
22.02.2020 00:00:00.000,9697.86,9720.21,9577.84,9671.46,12206.36
23.02.2020 00:00:00.000,9671.46,10011.4,9669.88,9977.39,23058.71
24.02.2020 00:00:00.000,9977.39,10019.3,9495.76,9664.21,34044.18
25.02.2020 00:00:00.000,9664.21,9682.05,9258.4,9316.18,34827.75
26.02.2020 00:00:00.000,9316.18,9379.07,8652.97,8793.5,65447.95
27.02.2020 00:00:00.000,8793.5,8978.84,8540.74,8821.5,47005.39
28.02.2020 00:00:00.000,8821.5,8908.8,8449.12,8719.29,41600.5
29.02.2020 00:00:00.000,8719.29,8815.63,8545.32,8545.45,16806.37
01.03.2020 00:00:00.000,8545.45,8776.71,8443.57,8549.38,25550.31
02.03.2020 00:00:00.000,8549.38,8983.78,8521.79,8919.74,33004.6
03.03.2020 00:00:00.000,8919.74,8940.69,8680.57,8765.68,28648.83
04.03.2020 00:00:00.000,8765.68,8863.91,8690.82,8773.78,22115.34
05.03.2020 00:00:00.000,8773.78,9179.74,8772.83,9074.82,33760.74
06.03.2020 00:00:00.000,9074.82,9183.26,9015.35,9160.39,21090.1
07.03.2020 00:00:00.000,9160.39,9225.42,8880.33,8903.72,20669.17
08.03.2020 00:00:00.000,8903.72,8920.28,8033.06,8057.67,63231.33
09.03.2020 00:00:00.000,8057.67,8200.82,7664.34,7944.4,86700.45
10.03.2020 00:00:00.000,7944.4,8165.09,7758.12,7894.66,53646.28
11.03.2020 00:00:00.000,7894.66,7998.79,7614.48,7945.36,47596.23
12.03.2020 00:00:00.000,7945.36,7984.16,4736.21,4916.78,286243.45
13.03.2020 00:00:00.000,4916.78,5984.55,3948.92,5632.58,319316.54
14.03.2020 00:00:00.000,5632.58,5665.57,5069.29,5181.77,87978.27
15.03.2020 00:00:00.000,5181.77,5961.78,5114.06,5357.02,105160.64
16.03.2020 00:00:00.000,5357.02,5364.93,4454.22,5045.0,203116.86
17.03.2020 00:00:00.000,5045.0,5561.43,4950.9,5337.66,116314.49
18.03.2020 00:00:00.000,5337.66,5451.02,5024.71,5413.06,109210.96
19.03.2020 00:00:00.000,5413.06,6418.99,5268.33,6184.88,147007.71
20.03.2020 00:00:00.000,6184.88,6932.04,5691.69,6206.44,148232.44
21.03.2020 00:00:00.000,6206.44,6459.65,5876.79,6195.43,67262.29
22.03.2020 00:00:00.000,6195.43,6415.14,5750.68,5828.15,75451.24
23.03.2020 00:00:00.000,5828.15,6614.56,5703.64,6503.53,107692.99
24.03.2020 00:00:00.000,6503.53,6857.49,6406.64,6767.18,105151.69
25.03.2020 00:00:00.000,6767.18,6980.29,6483.0,6694.21,84721.04
26.03.2020 00:00:00.000,6694.21,6796.12,6539.61,6757.95,45203.7
27.03.2020 00:00:00.000,6757.95,6876.97,6312.53,6382.8,57134.12
28.03.2020 00:00:00.000,6382.8,6384.56,6051.23,6252.49,60814.06
29.03.2020 00:00:00.000,6252.49,6286.96,5882.2,5882.2,47232.21
30.03.2020 00:00:00.000,5882.2,6616.94,5874.8,6403.31,70623.69
31.03.2020 00:00:00.000,6403.31,6531.66,6350.61,6423.61,36169.65
01.04.2020 00:00:00.000,6423.61,6716.04,6168.0,6663.63,59228.61
02.04.2020 00:00:00.000,6663.63,7245.15,6585.75,6804.42,93059.32
03.04.2020 00:00:00.000,6804.42,7044.01,6618.82,6743.68,55578.32
04.04.2020 00:00:00.000,6743.68,7010.45,6671.05,6875.95,33774.99
05.04.2020 00:00:00.000,6875.95,6910.39,6689.07,6781.64,26776.41
06.04.2020 00:00:00.000,6781.64,7359.05,6779.91,7347.22,78676.82
07.04.2020 00:00:00.000,7347.22,7462.51,7084.52,7201.57,70648.16
08.04.2020 00:00:00.000,7201.57,7425.85,7157.96,7367.37,60952.77
09.04.2020 00:00:00.000,7367.37,7374.01,7124.88,7294.55,44071.93
10.04.2020 00:00:00.000,7294.55,7304.8,6757.67,6876.49,63355.47
11.04.2020 00:00:00.000,6876.49,6956.27,6785.52,6887.6,24917.32
12.04.2020 00:00:00.000,6887.6,7199.97,6802.16,6913.76,42382.58
13.04.2020 00:00:00.000,6913.76,6913.76,6612.34,6859.43,63091.4
14.04.2020 00:00:00.000,6859.43,6986.75,6773.97,6879.44,44630.96
15.04.2020 00:00:00.000,6879.44,6937.49,6614.79,6629.54,49708.81
16.04.2020 00:00:00.000,6629.54,7207.11,6487.08,7114.55,98809.08
17.04.2020 00:00:00.000,7114.55,7155.17,7005.79,7037.12,45840.75
18.04.2020 00:00:00.000,7037.12,7304.35,7028.43,7264.29,35919.74
19.04.2020 00:00:00.000,7264.29,7276.84,7072.33,7132.88,29493.83
20.04.2020 00:00:00.000,7132.88,7225.23,6770.07,6842.45,64707.0
21.04.2020 00:00:00.000,6842.45,6948.78,6779.51,6855.11,44531.91
22.04.2020 00:00:00.000,6855.11,7165.43,6831.44,7135.41,43780.72
23.04.2020 00:00:00.000,7135.41,7731.56,7041.2,7489.25,81106.87
24.04.2020 00:00:00.000,7489.25,7607.28,7408.35,7509.44,51734.5
25.04.2020 00:00:00.000,7509.44,7708.4,7445.98,7546.92,30165.48
26.04.2020 00:00:00.000,7546.92,7705.3,7497.88,7701.35,33092.14
27.04.2020 00:00:00.000,7701.35,7790.33,7639.98,7787.41,48551.15
28.04.2020 00:00:00.000,7787.41,7791.85,7671.26,7760.32,38507.32
29.04.2020 00:00:00.000,7760.32,8952.44,7733.02,8784.96,157978.19
30.04.2020 00:00:00.000,8784.96,9460.77,8416.64,8637.56,161267.28
01.05.2020 00:00:00.000,8637.56,9066.47,8631.39,8829.12,70407.63
02.05.2020 00:00:00.000,8829.12,9013.29,8768.81,8981.11,36139.66
03.05.2020 00:00:00.000,8981.11,9197.48,8735.78,8907.19,59476.78
04.05.2020 00:00:00.000,8907.19,8968.9,8537.49,8881.65,64835.52
05.05.2020 00:00:00.000,8881.65,9119.13,8781.58,9029.75,60185.36
06.05.2020 00:00:00.000,9029.75,9408.99,8924.06,9153.2,88912.83
07.05.2020 00:00:00.000,9153.2,10064.33,9042.52,9999.93,125991.41
08.05.2020 00:00:00.000,9999.93,10041.73,9728.64,9808.18,91540.3
09.05.2020 00:00:00.000,9808.18,9912.22,9525.77,9541.13,59814.44
10.05.2020 00:00:00.000,9541.13,9556.85,8228.22,8735.05,133597.2
11.05.2020 00:00:00.000,8735.05,9164.84,8228.58,8568.88,144898.27
12.05.2020 00:00:00.000,8568.88,8975.74,8541.95,8821.18,66073.43
13.05.2020 00:00:00.000,8821.18,9407.67,8807.57,9317.44,68248.72
14.05.2020 00:00:00.000,9317.44,9937.97,9263.29,9793.19,97176.37
15.05.2020 00:00:00.000,9793.19,9841.71,9149.13,9311.69,84280.62
16.05.2020 00:00:00.000,9311.69,9584.9,9224.32,9387.08,37023.76
17.05.2020 00:00:00.000,9387.08,9885.55,9334.23,9670.56,52271.64
18.05.2020 00:00:00.000,9670.56,9943.74,9476.37,9722.73,62325.78
19.05.2020 00:00:00.000,9722.73,9890.69,9471.96,9780.2,60720.68
20.05.2020 00:00:00.000,9780.2,9832.94,9323.82,9509.45,61892.78
21.05.2020 00:00:00.000,9509.45,9566.81,8811.54,9059.11,87116.97
22.05.2020 00:00:00.000,9059.11,9265.04,8936.82,9170.74,44400.9
23.05.2020 00:00:00.000,9170.74,9311.34,9101.08,9186.19,23636.66
24.05.2020 00:00:00.000,9186.19,9307.11,8707.14,8718.49,45736.61
25.05.2020 00:00:00.000,8718.49,8977.43,8639.46,8901.48,43894.32
26.05.2020 00:00:00.000,8901.48,9011.53,8705.66,8844.5,39855.17
27.05.2020 00:00:00.000,8844.5,9222.3,8820.55,9204.62,42022.36
28.05.2020 00:00:00.000,9204.62,9619.34,9112.3,9579.71,56625.62
29.05.2020 00:00:00.000,9579.71,9601.43,9344.8,9424.62,40183.32
30.05.2020 00:00:00.000,9424.62,9735.73,9340.45,9699.78,24640.28
31.05.2020 00:00:00.000,9699.78,9703.51,9400.25,9450.47,22242.38
01.06.2020 00:00:00.000,9450.47,10359.02,9421.6,10211.23,44485.42
02.06.2020 00:00:00.000,10211.23,10232.25,9344.53,9523.75,82606.91
03.06.2020 00:00:00.000,9523.75,9666.25,9408.56,9666.06,33114.73
04.06.2020 00:00:00.000,9666.06,9877.89,9470.9,9794.55,43080.32
05.06.2020 00:00:00.000,9794.55,9846.54,9611.19,9622.02,41806.08
06.06.2020 00:00:00.000,9622.02,9728.4,9536.15,9671.46,22979.04
07.06.2020 00:00:00.000,9671.46,9806.21,9410.33,9750.7,39020.91
08.06.2020 00:00:00.000,9750.7,9801.19,9658.72,9782.58,32766.08
09.06.2020 00:00:00.000,9782.58,9884.83,9604.13,9779.7,38753.41
10.06.2020 00:00:00.000,9779.7,9990.4,9708.63,9891.84,40206.35
11.06.2020 00:00:00.000,9891.84,9970.77,9093.42,9268.13,86717.5
12.06.2020 00:00:00.000,9268.13,9548.13,9238.24,9464.23,40820.42
13.06.2020 00:00:00.000,9464.23,9492.0,9363.89,9474.65,16597.62
14.06.2020 00:00:00.000,9474.65,9479.56,9251.02,9333.7,19334.41
15.06.2020 00:00:00.000,9333.7,9498.69,8909.5,9429.65,66872.84
16.06.2020 00:00:00.000,9429.65,9585.17,9383.33,9526.7,39887.07
17.06.2020 00:00:00.000,9526.7,9550.06,9243.06,9459.13,34516.51
18.06.2020 00:00:00.000,9459.13,9480.04,9276.18,9380.67,25143.4
19.06.2020 00:00:00.000,9380.67,9419.99,9239.58,9301.83,31669.73
20.06.2020 00:00:00.000,9301.83,9394.04,9179.1,9359.18,19608.75
21.06.2020 00:00:00.000,9359.18,9418.22,9282.53,9292.81,13199.69
22.06.2020 00:00:00.000,9292.81,9774.79,9283.26,9691.61,41271.48
23.06.2020 00:00:00.000,9691.61,9720.11,9580.47,9624.3,30724.93
24.06.2020 00:00:00.000,9624.3,9664.38,9206.05,9292.94,49186.2
25.06.2020 00:00:00.000,9292.94,9335.65,9000.53,9241.32,47297.43
26.06.2020 00:00:00.000,9241.32,9289.32,9041.42,9158.07,40519.91
27.06.2020 00:00:00.000,9158.07,9190.27,8867.34,9007.14,28152.32
28.06.2020 00:00:00.000,9007.14,9189.74,8946.05,9120.39,19775.94
29.06.2020 00:00:00.000,9120.39,9234.33,9026.42,9187.07,31119.19
30.06.2020 00:00:00.000,9187.07,9200.99,9068.77,9136.47,23376.63
01.07.2020 00:00:00.000,9136.47,9299.67,9097.33,9238.89,29846.4
02.07.2020 00:00:00.000,9238.89,9267.84,8954.67,9092.8,37657.49
03.07.2020 00:00:00.000,9092.8,9127.05,9047.38,9066.46,21807.46
04.07.2020 00:00:00.000,9066.46,9195.91,9052.4,9142.2,16185.04
05.07.2020 00:00:00.000,9142.2,9152.87,8935.9,9081.44,17548.22
06.07.2020 00:00:00.000,9081.44,9372.09,9067.64,9347.05,36844.23
07.07.2020 00:00:00.000,9347.05,9378.69,9208.31,9257.32,25836.94
08.07.2020 00:00:00.000,9257.32,9471.65,9236.9,9439.2,37422.23
09.07.2020 00:00:00.000,9439.2,9441.67,9171.37,9238.95,30177.18
10.07.2020 00:00:00.000,9238.95,9317.31,9128.71,9288.57,24422.31
11.07.2020 00:00:00.000,9288.57,9302.22,9188.13,9237.13,11785.42
12.07.2020 00:00:00.000,9237.13,9339.99,9169.13,9300.95,16385.5
13.07.2020 00:00:00.000,9300.95,9336.42,9201.18,9237.89,25872.33
14.07.2020 00:00:00.000,9237.89,9279.57,9109.7,9256.07,25865.27
15.07.2020 00:00:00.000,9256.07,9272.57,9160.89,9193.22,23480.12
16.07.2020 00:00:00.000,9193.22,9216.53,9029.17,9133.23,27882.77
17.07.2020 00:00:00.000,9133.23,9183.08,9080.61,9156.79,20542.6
18.07.2020 00:00:00.000,9156.79,9205.94,9125.92,9177.22,11952.82
19.07.2020 00:00:00.000,9177.22,9238.3,9113.41,9216.02,12797.83
20.07.2020 00:00:00.000,9216.02,9224.76,9136.9,9164.42,18729.9
21.07.2020 00:00:00.000,9164.42,9435.55,9162.25,9392.83,34505.35
22.07.2020 00:00:00.000,9392.83,9551.87,9289.85,9537.24,29959.04
23.07.2020 00:00:00.000,9537.24,9675.5,9458.25,9615.21,43462.72
24.07.2020 00:00:00.000,9615.21,9647.83,9477.19,9550.23,33810.92
25.07.2020 00:00:00.000,9550.23,9744.72,9536.76,9708.41,24211.0
26.07.2020 00:00:00.000,9708.41,10140.55,9659.08,9942.01,42161.94
27.07.2020 00:00:00.000,9942.01,11397.48,9935.51,11042.94,128836.3
28.07.2020 00:00:00.000,11042.94,11253.39,10590.98,10933.26,85478.78
29.07.2020 00:00:00.000,10933.26,11348.53,10854.04,11112.04,61949.48
30.07.2020 00:00:00.000,11112.04,11182.76,10875.14,11113.66,45655.22
31.07.2020 00:00:00.000,11113.66,11454.11,10981.87,11352.72,54108.77
01.08.2020 00:00:00.000,11352.72,11874.77,11240.98,11812.42,63746.48
02.08.2020 00:00:00.000,11812.42,12106.89,10694.22,11063.5,63507.01
03.08.2020 00:00:00.000,11063.5,11476.29,10945.66,11234.73,42060.85
04.08.2020 00:00:00.000,11234.73,11415.16,11021.07,11194.18,35052.44
05.08.2020 00:00:00.000,11194.18,11791.62,11095.47,11752.05,48146.58
06.08.2020 00:00:00.000,11752.05,11909.81,11577.8,11771.27,49916.86
07.08.2020 00:00:00.000,11771.27,11912.62,11350.42,11603.82,55865.16
08.08.2020 00:00:00.000,11603.82,11811.4,11534.87,11770.77,23238.62
09.08.2020 00:00:00.000,11770.77,11802.93,11533.93,11686.34,19874.64
10.08.2020 00:00:00.000,11686.34,12074.31,11640.41,11897.41,56105.27
11.08.2020 00:00:00.000,11897.41,11940.4,11138.6,11389.01,62677.5
12.08.2020 00:00:00.000,11389.01,11621.05,11182.8,11570.19,37568.86
13.08.2020 00:00:00.000,11570.19,11795.34,11284.57,11790.68,42205.26
14.08.2020 00:00:00.000,11790.68,11863.43,11657.2,11774.52,37248.83
15.08.2020 00:00:00.000,11774.52,11981.62,11697.88,11860.91,31094.75
16.08.2020 00:00:00.000,11860.91,11934.96,11701.22,11917.97,22029.01
17.08.2020 00:00:00.000,11917.97,12474.73,11775.66,12301.19,56064.01
18.08.2020 00:00:00.000,12301.19,12397.4,11855.24,11956.69,49904.68
19.08.2020 00:00:00.000,11956.69,12021.8,11592.2,11760.37,50094.06
20.08.2020 00:00:00.000,11760.37,11888.72,11679.03,11863.43,43209.58
21.08.2020 00:00:00.000,11863.43,11882.67,11494.52,11527.35,63548.27
22.08.2020 00:00:00.000,11527.35,11686.02,11379.06,11670.42,49538.11
23.08.2020 00:00:00.000,11670.42,11713.62,11521.6,11651.52,33405.25
24.08.2020 00:00:00.000,11651.52,11827.45,11594.64,11756.4,39119.97
25.08.2020 00:00:00.000,11756.4,11767.64,11130.36,11330.56,50836.08
26.08.2020 00:00:00.000,11330.56,11542.65,11259.23,11466.89,27168.29
27.08.2020 00:00:00.000,11466.89,11591.64,11135.52,11331.02,40978.91
28.08.2020 00:00:00.000,11331.02,11553.81,11289.07,11535.21,30815.36
29.08.2020 00:00:00.000,11535.21,11585.98,11433.8,11480.48,16305.87
30.08.2020 00:00:00.000,11480.48,11718.98,11470.07,11716.54,16398.78
31.08.2020 00:00:00.000,11716.54,11775.27,11586.36,11657.81,26331.03
01.09.2020 00:00:00.000,11657.81,12062.06,11540.42,11926.69,45202.86
02.09.2020 00:00:00.000,11926.69,11954.28,11219.19,11397.9,53717.87
03.09.2020 00:00:00.000,11397.9,11469.2,10017.43,10174.62,82662.97
04.09.2020 00:00:00.000,10174.62,10638.71,10020.02,10467.33,54204.6
05.09.2020 00:00:00.000,10467.33,10570.95,9880.05,10167.97,60292.64
06.09.2020 00:00:00.000,10167.97,10361.12,10019.56,10260.37,29450.0
07.09.2020 00:00:00.000,10260.37,10411.92,9893.68,10379.08,41648.61
08.09.2020 00:00:00.000,10379.08,10443.72,9855.68,10128.54,54770.65
09.09.2020 00:00:00.000,10128.54,10349.09,9989.63,10228.85,33984.18
10.09.2020 00:00:00.000,10228.85,10493.32,10221.37,10345.68,43679.85
11.09.2020 00:00:00.000,10345.68,10412.6,10215.49,10398.5,25800.65
12.09.2020 00:00:00.000,10398.5,10486.76,10282.43,10448.0,17704.47
13.09.2020 00:00:00.000,10448.0,10578.97,10224.4,10332.36,28905.77
14.09.2020 00:00:00.000,10332.36,10753.33,10259.62,10678.31,34032.31
15.09.2020 00:00:00.000,10678.31,10936.89,10632.26,10786.7,34224.45
16.09.2020 00:00:00.000,10786.7,11094.7,10670.02,10957.1,34093.35
17.09.2020 00:00:00.000,10957.1,11047.25,10755.99,10945.14,26980.75
18.09.2020 00:00:00.000,10945.14,11040.66,10823.93,10937.89,22774.38
19.09.2020 00:00:00.000,10937.89,11173.88,10898.63,11083.61,17491.35
20.09.2020 00:00:00.000,11083.61,11083.9,10775.23,10921.85,21791.13
21.09.2020 00:00:00.000,10921.85,10992.25,10319.73,10418.14,44906.88
22.09.2020 00:00:00.000,10418.14,10576.92,10365.99,10534.73,28764.85
23.09.2020 00:00:00.000,10534.73,10546.48,10166.62,10238.09,26680.48
24.09.2020 00:00:00.000,10238.09,10792.17,10213.75,10742.98,29020.54
25.09.2020 00:00:00.000,10742.98,10762.38,10562.14,10694.12,33843.79
26.09.2020 00:00:00.000,10694.12,10822.99,10658.15,10734.23,13794.51
27.09.2020 00:00:00.000,10734.23,10810.35,10612.42,10781.47,13820.35
28.09.2020 00:00:00.000,10781.47,10951.6,10649.18,10699.0,32269.15
29.09.2020 00:00:00.000,10699.0,10863.02,10641.03,10841.29,31167.43
30.09.2020 00:00:00.000,10841.29,10850.12,10666.17,10779.42,29556.58
01.10.2020 00:00:00.000,10779.42,10926.47,10454.66,10622.79,39457.33
02.10.2020 00:00:00.000,10622.79,10668.49,10388.07,10576.64,33798.95
03.10.2020 00:00:00.000,10576.64,10602.28,10507.49,10552.04,10469.92
04.10.2020 00:00:00.000,10552.04,10699.94,10534.5,10675.52,10487.7
05.10.2020 00:00:00.000,10675.52,10799.53,10627.77,10795.11,23891.17
06.10.2020 00:00:00.000,10795.11,10801.66,10533.32,10603.9,30869.62
07.10.2020 00:00:00.000,10603.9,10679.76,10554.41,10672.67,19601.45
08.10.2020 00:00:00.000,10672.67,10957.42,10541.2,10929.4,39280.36
09.10.2020 00:00:00.000,10929.4,11109.32,10839.3,11058.78,32665.61
10.10.2020 00:00:00.000,11058.78,11485.43,11057.98,11301.57,26181.83
11.10.2020 00:00:00.000,11301.57,11434.1,11284.09,11375.51,17795.07
12.10.2020 00:00:00.000,11375.51,11725.28,11223.99,11539.76,41705.77
13.10.2020 00:00:00.000,11539.76,11561.69,11314.56,11427.29,33529.75
14.10.2020 00:00:00.000,11427.29,11550.25,11298.88,11429.3,22758.2
15.10.2020 00:00:00.000,11429.3,11607.59,11269.05,11508.31,33044.49
16.10.2020 00:00:00.000,11508.31,11545.35,11224.89,11326.25,29300.16
17.10.2020 00:00:00.000,11326.25,11410.01,11270.69,11367.65,9901.25
18.10.2020 00:00:00.000,11367.65,11513.68,11357.25,11513.33,11528.41
19.10.2020 00:00:00.000,11513.33,11821.95,11417.11,11756.88,39224.67
20.10.2020 00:00:00.000,11756.88,12047.73,11688.39,11921.78,48504.61
21.10.2020 00:00:00.000,11921.78,13236.39,11900.51,12813.11,103080.18
22.10.2020 00:00:00.000,12813.11,13197.69,12700.74,12990.25,57124.85
23.10.2020 00:00:00.000,12990.25,13031.82,12732.62,12937.2,32269.84
24.10.2020 00:00:00.000,12937.2,13167.31,12886.47,13126.13,20932.05
25.10.2020 00:00:00.000,13126.13,13346.7,12910.39,13041.21,28208.48
26.10.2020 00:00:00.000,13041.21,13241.79,12797.05,13069.43,35322.99
27.10.2020 00:00:00.000,13069.43,13783.14,13060.64,13646.02,44978.37
28.10.2020 00:00:00.000,13646.02,13855.57,12906.15,13285.97,32501.89
29.10.2020 00:00:00.000,13285.97,13643.6,12985.56,13462.18,41497.54
30.10.2020 00:00:00.000,13462.18,13674.89,13132.53,13565.95,56364.21
31.10.2020 00:00:00.000,13565.95,14077.8,13432.24,13803.41,43579.77
01.11.2020 00:00:00.000,13803.41,13897.02,13630.22,13761.72,20841.63
02.11.2020 00:00:00.000,13761.72,13828.48,13221.65,13571.24,33465.17
03.11.2020 00:00:00.000,13571.24,14071.54,13300.84,14023.78,21969.7
04.11.2020 00:00:00.000,14023.78,14258.9,13539.13,14157.73,30406.02
05.11.2020 00:00:00.000,14157.73,15739.47,14114.37,15599.92,42121.25
06.11.2020 00:00:00.000,15599.92,15948.88,15219.57,15590.62,34543.56
07.11.2020 00:00:00.000,15590.62,15765.02,14427.34,14838.16,25695.27
08.11.2020 00:00:00.000,14838.16,15653.89,14739.11,15488.25,18706.65
09.11.2020 00:00:00.000,15488.25,15812.23,14833.13,15335.03,32088.79
10.11.2020 00:00:00.000,15335.03,15476.99,15099.11,15313.73,23031.66
11.11.2020 00:00:00.000,15313.73,15983.03,15288.76,15707.08,45852.83
12.11.2020 00:00:00.000,15707.08,16348.99,15476.25,16306.53,67322.57
13.11.2020 00:00:00.000,16306.53,16482.62,15975.8,16332.85,42676.28
14.11.2020 00:00:00.000,16332.85,16334.29,15720.61,16075.95,28331.05
15.11.2020 00:00:00.000,16075.95,16156.82,15796.03,15964.7,17966.53
16.11.2020 00:00:00.000,15964.7,16876.48,15877.77,16721.46,41641.22
17.11.2020 00:00:00.000,16721.46,17857.37,16563.5,17681.54,62123.13
18.11.2020 00:00:00.000,17681.54,18466.1,17260.91,17786.27,80691.42
19.11.2020 00:00:00.000,17786.27,18172.87,17365.08,17824.64,48224.86
20.11.2020 00:00:00.000,17824.64,18814.87,17764.07,18672.78,51122.68
21.11.2020 00:00:00.000,18672.78,18966.12,18359.06,18704.06,37702.81
22.11.2020 00:00:00.000,18704.06,18757.55,17635.18,18430.59,43464.62
23.11.2020 00:00:00.000,18430.59,18761.66,18010.51,18385.74,48994.17
24.11.2020 00:00:00.000,18385.74,19419.49,18117.78,19157.16,74142.3
25.11.2020 00:00:00.000,19157.16,19488.81,18519.89,18725.76,59989.48
26.11.2020 00:00:00.000,18725.76,18907.31,16270.37,17175.86,129609.34
27.11.2020 00:00:00.000,17175.86,17479.12,16462.87,17155.0,61052.47
28.11.2020 00:00:00.000,17155.0,17893.95,16895.0,17739.9,34697.03
29.11.2020 00:00:00.000,17739.9,18347.24,17543.55,18199.23,27161.16
30.11.2020 00:00:00.000,18199.23,19850.23,18199.03,19686.87,77985.3
01.12.2020 00:00:00.000,19686.87,19911.79,18194.17,18792.03,91108.23
02.12.2020 00:00:00.000,18792.03,19337.16,18350.0,19226.19,47787.81
03.12.2020 00:00:00.000,19226.19,19608.49,18888.12,19448.44,38699.87
04.12.2020 00:00:00.000,19448.44,19541.62,18603.79,18665.0,42234.35
05.12.2020 00:00:00.000,18665.0,19178.4,18514.92,19156.84,20517.48
06.12.2020 00:00:00.000,19156.84,19417.33,18885.88,19378.94,21172.5
07.12.2020 00:00:00.000,19378.94,19411.51,18909.97,19181.41,24908.46
08.12.2020 00:00:00.000,19181.41,19295.38,18227.31,18323.52,46151.65
09.12.2020 00:00:00.000,18323.52,18639.24,17669.15,18549.92,57997.45
10.12.2020 00:00:00.000,18549.92,18554.32,17920.56,18250.47,37500.96
11.12.2020 00:00:00.000,18250.47,18295.1,17598.13,18034.86,45166.17
12.12.2020 00:00:00.000,18034.86,18948.78,18033.05,18814.98,26150.36
13.12.2020 00:00:00.000,18814.98,19414.65,18733.67,19169.05,30902.88
